file,bytes,n_playlists,n_tracks,parse_s
mpd.slice.193000-193999.json,33699867,1000,66611,0.42089224999654107
mpd.slice.194000-194999.json,32909604,1000,65141,0.3926823749789037
mpd.slice.195000-195999.json,34050095,1000,67360,0.4140428749960847
mpd.slice.196000-196999.json,33293261,1000,65797,0.3921837499947287
mpd.slice.197000-197999.json,31888794,1000,63085,0.36874991600052454
mpd.slice.198000-198999.json,34940139,1000,69190,0.41375512498780154
mpd.slice.199000-199999.json,33265655,1000,65883,0.39041204200475477
mpd.slice.2000-2999.json,33188277,1000,65749,0.3924082500161603
mpd.slice.20000-20999.json,33662652,1000,66656,0.4011486670060549
mpd.slice.200000-200999.json,32896357,1000,65076,0.39197249998687766
mpd.slice.201000-201999.json,32559511,1000,64384,0.3700295420130715
mpd.slice.202000-202999.json,32172116,1000,63612,0.3713593329885043
mpd.slice.203000-203999.json,32398599,1000,64075,0.37430333299562335
mpd.slice.204000-204999.json,33284390,1000,65828,0.37648491698200814
mpd.slice.205000-205999.json,35010542,1000,69334,0.3999152909964323
mpd.slice.206000-206999.json,34051182,1000,67298,0.38850616599665955
mpd.slice.207000-207999.json,32689231,1000,64607,0.3720722090220079
mpd.slice.208000-208999.json,33042921,1000,65361,0.3780942919838708
mpd.slice.209000-209999.json,32711257,1000,64677,0.3714050840062555
mpd.slice.21000-21999.json,33485158,1000,66282,0.38140529199154116
mpd.slice.210000-210999.json,33426507,1000,66058,0.38139525000588037
mpd.slice.211000-211999.json,32784564,1000,64862,0.38904837498557754
mpd.slice.212000-212999.json,33028512,1000,65318,0.37977266698726453
mpd.slice.213000-213999.json,33500420,1000,66272,0.3802997500170022
mpd.slice.214000-214999.json,34383417,1000,67961,0.39541191700845957
mpd.slice.215000-215999.json,34356221,1000,67997,0.39692720901803114
mpd.slice.216000-216999.json,33470449,1000,66178,0.3803359589946922
mpd.slice.217000-217999.json,33526720,1000,66304,0.38401008301298134
mpd.slice.218000-218999.json,35318150,1000,69934,0.4042409590038005
mpd.slice.219000-219999.json,32930811,1000,65165,0.3834477920026984
mpd.slice.22000-22999.json,35345996,1000,69943,0.40631579197361134
mpd.slice.220000-220999.json,32998995,1000,65257,0.3759672500018496
mpd.slice.221000-221999.json,33422988,1000,66099,0.3893665830255486
mpd.slice.222000-222999.json,34369236,1000,68080,0.39364275001571514
mpd.slice.223000-223999.json,32482238,1000,64259,0.3717451249831356
mpd.slice.224000-224999.json,33872000,1000,67045,0.39760537500842474
mpd.slice.225000-225999.json,33886928,1000,67038,0.3865774169971701
mpd.slice.226000-226999.json,32812182,1000,64940,0.3773298329906538
mpd.slice.227000-227999.json,34062870,1000,67452,0.3951981669815723
mpd.slice.228000-228999.json,35058427,1000,69348,0.4025587080104742
mpd.slice.229000-229999.json,33861569,1000,67078,0.4028962079901248
mpd.slice.23000-23999.json,33957599,1000,67125,0.39168287499342114
mpd.slice.230000-230999.json,33410017,1000,66090,0.38627687498228624
mpd.slice.231000-231999.json,32026992,1000,63419,0.37485283400746994
mpd.slice.232000-232999.json,33941669,1000,67108,0.40351037500659004
mpd.slice.233000-233999.json,33261050,1000,65719,0.3955594160070177
mpd.slice.234000-234999.json,34340517,1000,68009,0.40706324999337085
mpd.slice.235000-235999.json,32605953,1000,64437,0.38718766599777155
mpd.slice.236000-236999.json,33052742,1000,65420,0.39220829200348817
mpd.slice.237000-237999.json,33722355,1000,66744,0.4034649170062039
mpd.slice.238000-238999.json,33469774,1000,66286,0.396663958003046
mpd.slice.239000-239999.json,33412566,1000,66099,0.3977511250122916
mpd.slice.24000-24999.json,33622565,1000,66582,0.39917587500531226
mpd.slice.240000-240999.json,35655005,1000,70539,0.42240399998263456
mpd.slice.241000-241999.json,32016245,1000,63308,0.3782698330178391
mpd.slice.242000-242999.json,33842062,1000,66967,0.40266362502006814
mpd.slice.243000-243999.json,35105678,1000,69444,0.4163324580003973
mpd.slice.244000-244999.json,34772642,1000,68854,0.4296884169743862
mpd.slice.245000-245999.json,33049981,1000,65330,0.41024695901433006
mpd.slice.246000-246999.json,32502401,1000,64318,0.39479162500356324
mpd.slice.247000-247999.json,32663974,1000,64591,0.39304545798222534
mpd.slice.248000-248999.json,32905520,1000,65068,0.3984722090244759
mpd.slice.249000-249999.json,33670005,1000,66709,0.41599891599616967
mpd.slice.25000-25999.json,34916772,1000,69140,0.42219854099676013
mpd.slice.250000-250999.json,33522898,1000,66339,0.3925627089920454
mpd.slice.251000-251999.json,32289422,1000,63858,0.3812076670001261
mpd.slice.252000-252999.json,33664435,1000,66573,0.39733579198946245
mpd.slice.253000-253999.json,33621415,1000,66456,0.3963205410109367
mpd.slice.254000-254999.json,32178336,1000,63605,0.38281933299731463
mpd.slice.255000-255999.json,32754251,1000,64773,0.383536917011952
mpd.slice.256000-256999.json,32540408,1000,64365,0.3906496659910772
mpd.slice.257000-257999.json,33211748,1000,65675,0.38997291697887704
mpd.slice.258000-258999.json,35306397,1000,69887,0.4171852089930326
mpd.slice.259000-259999.json,33847629,1000,67043,0.40376529199420474
mpd.slice.26000-26999.json,32951788,1000,65222,0.38349741700221784
mpd.slice.260000-260999.json,32363526,1000,63998,0.37403116599307396
mpd.slice.261000-261999.json,35128701,1000,69571,0.40354349999688566
mpd.slice.262000-262999.json,33047999,1000,65320,0.39817324999603443
mpd.slice.263000-263999.json,33924484,1000,67157,0.4086256250157021
mpd.slice.264000-264999.json,33596669,1000,66454,0.39369004202308133
mpd.slice.265000-265999.json,33725932,1000,66685,0.3977352080109995
mpd.slice.266000-266999.json,33175715,1000,65627,0.38310825001099147
mpd.slice.267000-267999.json,34332663,1000,67885,0.4088858340110164
mpd.slice.268000-268999.json,34837647,1000,68887,0.40898545799427666
mpd.slice.269000-269999.json,33134611,1000,65508,0.3805022499873303
mpd.slice.27000-27999.json,33541223,1000,66357,0.3899344159872271
mpd.slice.270000-270999.json,34229158,1000,67758,0.3952431249781512
mpd.slice.271000-271999.json,31888636,1000,63052,0.37213583302218467
mpd.slice.272000-272999.json,33132643,1000,65584,0.38356354198185727
mpd.slice.273000-273999.json,33520888,1000,66343,0.38662687499891035
mpd.slice.274000-274999.json,32796948,1000,64846,0.3791400420013815
mpd.slice.275000-275999.json,33275428,1000,65786,0.38519141598953865
mpd.slice.276000-276999.json,33562465,1000,66324,0.3898243330186233
mpd.slice.277000-277999.json,33614374,1000,66495,0.3905969590123277
mpd.slice.278000-278999.json,33706639,1000,66644,0.3889154999924358
mpd.slice.279000-279999.json,34252337,1000,67837,0.39710391699918546
mpd.slice.28000-28999.json,34538163,1000,68345,0.40048479102551937
mpd.slice.280000-280999.json,33716680,1000,66610,0.3909147089871112
mpd.slice.281000-281999.json,32646565,1000,64587,0.3756410829955712
mpd.slice.282000-282999.json,32649112,1000,64503,0.3746659579919651
mpd.slice.283000-283999.json,34187505,1000,67572,0.41168983301031403
mpd.slice.284000-284999.json,34630668,1000,68569,0.40018374999635853
mpd.slice.285000-285999.json,32814589,1000,64928,0.38217541700578295
mpd.slice.286000-286999.json,34583322,1000,68445,0.3996929580171127
